"Url","State","Bill ID","Name","Summary","AI Summary","Bill Type","Committee Category","Keywords","Last Action","Action Date","Sponsors","Sponsor List","Bill Progress","Actions","Versions","Tracked","Created","Last Amendment","Notes","Position"
"https://www.billtrack50.com/billdetail/1750358","MT","HB350","Prohibit enforcement of policies issued by certain intergovernmental entities","AN ACT PROHIBITING THE ENFORCEMENT OF POLICIES ISSUED BY CERTAIN INTERGOVERNMENTAL ENTITIES IN THE STATE; AND PROVIDING AN IMMEDIATE EFFECTIVE DATE.”","This bill prohibits the state of Montana and its political subdivisions from enforcing, collaborating with, or spending public funds on requirements or mandates issued by three specific intergovernmental entities: the World Health Organization (WHO), the United Nations (UN), and the World Economic Forum (WEF). The legislation explicitly states that these organizations have no jurisdiction in Montana and prevents any state or local government entity, including counties, cities, school districts, and special districts, from being compelled to engage with or implement policies from these international organizations. The bill includes a codification instruction to integrate this new provision into Title 2, Chapter 1 of Montana's laws, and contains a severability clause that ensures if any part of the act is found invalid, the remaining valid parts will still be in effect. The bill would become effective immediately upon passage and approval, and was introduced by multiple state legislators, primarily focusing on maintaining state sovereignty and preventing what the sponsors likely view as unwarranted external governmental influence.","Bill","Transportation and Infrastructure","World Economic Forum, World Health Organization, Allocate Public Resources, Expend Public Funds, Invalid Part Remain, Public Corporation, Intergovernmental Entities, Mandates Issued, Policies Issued, United Nations","(H) Signed by Governor","05/05/2025","1","Jedediah Hinkle (R)*","Passed","40","3","32","11/11/2024","04/16/2025","",""
"https://www.billtrack50.com/billdetail/1763123","ND","HB1089","Regulations or plans adopted by international organizations.","A BILL for an Act to create and enact a new section to chapter 1-08 of the North Dakota Century Code, relating to regulations or plans adopted by international organizations.","This bill creates a new section in North Dakota state law that specifically addresses international organizations' regulations, with a particular focus on United Nations (UN) agendas, plans, or resolutions. The bill declares that any UN agenda, plan, or resolution that directly names and imposes a rule on North Dakota or its political subdivisions, and which infringes upon or restricts the property rights of state residents, will be considered void and ineffective. However, the bill importantly clarifies that this prohibition does not prevent the state legislature or local governing bodies from independently choosing to enact laws that are similar or identical to UN proposals. The legislation appears to be a preemptive measure to protect state and local property rights from what legislators may perceive as potential overreach by international organizations, particularly the UN. By explicitly stating that such international regulations cannot be automatically implemented in North Dakota, the bill seeks to maintain local control over policy-making and property regulations.","Bill","Agriculture and Natural Resources","Restricts Property Rights, Climate Control Regulations, United Nations Agenda, Directly Infringes, Governing Body, International Health, International Organizations, Legislative Assembly, Resolutions Approved, Plans Adopted","Second reading, failed to pass, yeas 38 nays 53","01/29/2025","5","Jeff Hoverson (R)*, Roger Maki (R)*, Dennis Nehring (R)*, Nico Rios (R)*, Jeff Magrum (R)","In Committee","12","2","43","12/30/2024","01/24/2025","",""
"https://www.billtrack50.com/billdetail/1783320","NH","HB584","Relative to public health, safety, and state sovereignty.","This bill: I. Provides that the World Health Organization, the United Nations, and the World Economic Forum shall have no jurisdiction in New Hampshire. II. Removes a reference to medical schools recognized by the World Health Organization and replaces it with a reference to the World Directory of Medical Schools. III. Creates a cause of action against counties, cities, towns, precincts, water districts, school districts, school administrative units, or quasi-public entities who create and enforce policies based on the claims of the World Health Organization, the United Nations, and the World Economic Forum.","This bill seeks to limit the influence of international organizations in New Hampshire by establishing three key provisions. First, it explicitly states that the World Health Organization (WHO), the United Nations (UN), and the World Economic Forum (WEF) shall have no jurisdiction or legal power within the state, and prohibits any of their rules, regulations, fees, taxes, policies, or mandates from being enforced by state or local government entities. Second, the bill modifies existing licensing requirements for medical professionals by replacing references to the United Nations World Health Organization (UNWHO) with the World Directory of Medical Schools when verifying medical education credentials for foreign-trained physicians. Third, the bill creates a legal mechanism that allows individuals to bring claims against counties, cities, towns, school districts, and other local government or quasi-public entities if they create or enforce policies based on claims from the WHO, UN, or WEF. This new cause of action is designed to provide a legal avenue for challenging local government actions that rely on these international organizations' guidelines or recommendations. The bill will take effect 60 days after its passage and does not require additional funding or create new government positions.","Bill","Justice","Authorize New Positions, Fn- Fiscal Note, Foreign Medical Graduates, Government Entities Relying, World Economic Forum, School Administrative Units, Full Fee Schedule, Original Entry Fee, Medical School Located, Medical School Maintaining","Inexpedient to Legislate, Motion Adopted, Voice Vote === BILL KILLED ===; 05/08/2025; Senate Journal 12","05/08/2025","4","Michael Granger (R)*, Kristin Noble (R), Shane Sirois (R), Matt Sabourin dit Choinière (R)","Dead","16","1","27","01/15/2025","01/16/2025","",""
"https://www.billtrack50.com/billdetail/1738664","NJ","A4453","Prohibits application, implementation, or enforcement of policies and rules established by international organizations in this State.","This bill would prohibit the State of New Jersey, all departments, boards, commissions, agencies, authorities, and political subdivisions thereof, and all courts of competent jurisdiction within the State from applying, implementing, or enforcing the policies, rules, or regulations of an international organization. As defined under the bill, ""international organization"" means an organization established by a multinational agreement or pursuant to international law. This includes, but is not limited to, the United Nations, World Health Organization, and World Economic Forum.","This bill would prohibit the State of New Jersey, including all its government entities and courts, from applying, implementing, or enforcing any policies, rules, or regulations established by an ""international organization."" The term ""international organization"" is defined to include, but not be limited to, the United Nations, World Health Organization, and World Economic Forum, which are organizations established through multinational agreements or international law.","Bill","Government Affairs","World Economic Forum, World Health Organization, International Organization, Organization Established, Competent Jurisdiction, International Organizations, Multinational Agreement, Prohibits Application, United Nations, Rules Established","Introduced, Referred to Assembly Oversight, Reform and Federal Relations Committee","06/03/2024","3","John Azzariti (R)*, Gerry Scharfenberger (R)*, Dawn Fantasia (R)*","In Committee","1","1","9","05/20/2024","06/04/2024","",""
"https://www.billtrack50.com/billdetail/1783623","OK","SB762","State government; prohibiting enforcement or implementation of certain mandates by international organizations. Emergency.","An Act relating to state government; amending Section 1, Chapter 376, O.S.L. 2024 (74 O.S. Supp. 2024, Section 6301), which relates to prohibition against mandates by international organizations; prohibiting enforcement or implementation of certain mandates; requiring and prohibiting certain actions by the state and political subdivisions; and declaring an emergency.","This bill amends existing Oklahoma state law to explicitly prohibit the World Health Organization (WHO), United Nations (UN), and World Economic Forum (WEF) from exercising jurisdiction within the state. The legislation declares that no rules, regulations, fees, taxes, policies, or mandates from these international organizations can be enforced or implemented by the state or its political subdivisions, including counties, cities, towns, school districts, and other governmental entities. The bill specifically prevents these organizations from imposing requirements related to masks, vaccines, medical testing, or gathering information about citizens. Furthermore, the bill requires state and local governments to actively resist any attempts by these international organizations to exercise jurisdiction and prohibits cooperation with federal authorities seeking to implement international mandates that could infringe on state sovereignty or individual freedoms. The bill includes an emergency clause, meaning it will take effect immediately upon passage, with the stated purpose of preserving public peace, health, and safety.","Bill","Justice","World Economic Forum, School Administrative Units, World Health Organization, School Districts, International Organizations, Medical Testing, Private Information, Quasi-Public Entities, United Nations, Water Districts","Second Reading referred to Judiciary","02/04/2025","1","Micheal Bergstrom (R)*","In Committee","3","3","52","01/15/2025","01/15/2025","",""
"https://www.billtrack50.com/billdetail/1778645","PA","HB122","In bases of jurisdiction and interstate and international procedure, providing for jurisdiction of certain international organizations.","Amending Title 42 (Judiciary and Judicial Procedure) of the Pennsylvania Consolidated Statutes, in bases of jurisdiction and interstate and international procedure, providing for jurisdiction of certain international organizations.","This bill proposes to amend Pennsylvania law by explicitly limiting the jurisdiction and enforcement power of three international organizations - the World Health Organization (WHO), the United Nations (UN), and the World Economic Forum (WEF) - within the Commonwealth of Pennsylvania. Specifically, the bill states that these organizations shall have no jurisdictional authority in Pennsylvania, and no rules, regulations, fees, taxes, policies, or mandates from these organizations can be enforced or implemented by any state agency, department, board, commission, political subdivision, governmental entity, municipality, or other political entity. The legislation would take effect 60 days after its enactment, effectively creating a legal barrier to prevent state and local governments from adopting or enforcing directives from these international organizations. The bill appears to be a response to concerns about international organizations potentially overstepping their perceived boundaries or influencing local governance.","Bill","Government Affairs","World Economic Forum, World Health Organization, Governmental Entity, International Organizations, International Procedure, Judicial Procedure, Political Entity, United Nations, Bases, Pahb","Referred to INTERGOVERNMENTAL AFFAIRS AND OPERATIONS","01/16/2025","10","Russ Diamond (R)*, Rob Kauffman (R), Milou Mackenzie (R), Jake Banta (R), Lee James (R), Joe Hamm (R), Andrew Kuzma (R), Mark Gillen (R), Dave Zimmerman (R), Tom Jones (R)","In Committee","1","1","18","01/13/2025","01/16/2025","",""
"https://www.billtrack50.com/billdetail/1778871","PA","HB124","Further providing for proposed regulations and procedures for review.","Amending the act of June 25, 1982 (P.L.633, No.181), entitled ""An act providing for independent oversight and review of regulations, creating an Independent Regulatory Review Commission, providing for its powers and duties and making repeals,"" further providing for proposed regulations and procedures for review.","This bill amends the Regulatory Review Act to require additional documentation and justification when state agencies propose regulations that adopt guidance from international organizations like the World Health Organization (WHO), United Nations (UN), or the World Economic Forum (WEF). Specifically, agencies must now submit a statement explaining how such international guidance applies to Pennsylvania, provide a detailed description of any supporting data, and bear the burden of proving that the data is acceptable. The bill mandates that when an agency submits a proposed regulation to the Legislative Reference Bureau, they must simultaneously provide the Independent Regulatory Review Commission and legislative committees with a copy of the proposed regulation and a regulatory analysis form containing these new details about international guidance. The aim appears to be increasing transparency and ensuring that international recommendations are carefully evaluated for their relevance and applicability to the state before being incorporated into local regulations. The bill will take effect 60 days after its enactment.","Bill","Government Affairs","Legislative Reference Bureau, Regulatory Analysis Form, World Economic Forum, World Health Organization, Proposed Regulation Accepts, Proposed Regulation, Proposed Rulemaking, Independent Oversight, Making Repeals, United Nations","Referred to INTERGOVERNMENTAL AFFAIRS AND OPERATIONS","01/16/2025","3","Milou Mackenzie (R)*, Rob Kauffman (R), Lee James (R)","In Committee","1","1","15","01/13/2025","01/16/2025","",""
"https://www.billtrack50.com/billdetail/1811380","SC","H3859","World Health Organization prohibition","Amend The South Carolina Code Of Laws By Adding Article 29 To Chapter 1, Title 1 So As To Prohibit State-funded Agencies, Departments, Universities, Or Public Institutions From Allocating Funding, Resources, Or Any Form Of Support To The World Health Organization.","This bill aims to prohibit any state-funded agency, department, university, or public institution in South Carolina from providing financial or operational support to the World Health Organization (WHO). The legislation is motivated by concerns about the WHO's policies and perceived misalignment with American interests, as evidenced by a previous presidential directive withdrawing the United States from the organization. The bill requires all state-funded entities to immediately cease implementing WHO-derived policies, conduct a comprehensive review of their current practices and budgets to eliminate any WHO connections, and submit a compliance report to the General Assembly within 90 days of the act taking effect. The bill's underlying rationale is to ensure that South Carolina taxpayer dollars are used to advance state interests and protect the integrity of state institutions, reflecting a stance that the WHO's initiatives potentially undermine local values and sovereignty. The legislation will become effective upon approval by the Governor, mandating a complete severance of state resources and connections from the World Health Organization.","Bill","Budget and Finance","Increasingly Reflected Priorities, World Health Organization, Accountable Decision-Making Processes, Accountable Decision-Making, Allocating Funding, Citing Concerns, Directive Withdrawing, Public Institution, Public Institutions, South Carolinians","Member(s) request name added as sponsor: Pedalino, McCabe","02/20/2025","23","April Cromer (R)*, Thomas Lee Gilreath (R), Josiah Magnuson (R), Rob Harris (R), Melissa Oremus (R), Jay Kilmartin (R), Mike Burns (R), William Bailey (R), Bill Hager (R), Seth Rose (D), William Huff (R), Tim McGinnis (R), Cal Forrest (R), Craig Gagnon (R), Patrick Haddon (R), Steven Long (R), Chris Murphy (R), Jordan Pace (R), Robby Robbins (R), Jackie Terribile (R), Stephen Frank (R), Fawn Pedalino (R), Ryan McCabe (R)","In Committee","4","1","18","01/30/2025","01/30/2025","",""
"https://www.billtrack50.com/billdetail/1811051","SD","HB1152","Prohibit the enforcement and implementation of directives from intergovernmental organizations, and to provide a penalty therefor.","An Act to prohibit the enforcement and implementation of directives from intergovernmental organizations, and to provide a penalty therefor.","This bill proposes to add a new legal section prohibiting intergovernmental organizations like the United Nations, World Economic Forum, and World Health Organization from having jurisdiction or power within South Dakota. Specifically, the bill prevents any state or local government employee or official from enforcing or implementing any regulations, fees, taxes, or mandates originating from these international organizations. The bill defines an ""intergovernmental organization"" as an entity created by two or more nations to collaborate on shared interests. By establishing this prohibition, the legislation aims to limit the direct influence of international bodies on state-level governance and policy implementation, asserting a form of state sovereignty against what some perceive as external organizational overreach. If passed, the bill would effectively create a legal barrier preventing South Dakota officials from acting on directives from specified international organizations.","Bill","Government Affairs","World Economic Forum, World Health Organization, Intergovernmental Organization, Organization Created, Appointed Official, Common Interests, Disease Control, Intergovernmental Organizations, Penalty Therefor, United Nations","House of Representatives Do Pass Amended, Failed, YEAS 32, NAYS 37. H.J. 308","02/18/2025","21","Aaron Aylward (R)*, John Carley (R)*, Bobbi Andera (R), Heather Baxter (R), Spencer Gosch (R), Lana Greenfield (R), Tamara Grove (R), Travis Ismay (R), Kevin Jensen (R), Phil Jensen (R), Dylan Jordan (R), Tony Kayser (R), Logan Manhart (R), Tina Mulally (R), Lauren Nelson (R), Carl Perry (R), Sue Lucas-Peterson (R), Tony Randolph (R), Brandei Schaefbauer (R), John Sjaarda (R), Mykala Voita (R)","In Committee","10","2","15","01/30/2025","02/12/2025","",""
"https://www.billtrack50.com/billdetail/1798440","TN","HB0318","AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 1, Part 4, relative to state government.","As introduced, prohibits the enforcement and recognition of requirements or mandates issued by the World Health Organization, United Nations, or World Economic Forum in this state or its political subdivisions. - Amends TCA Title 4, Chapter 1, Part 4.","This bill proposes to add a new section to Tennessee law that explicitly rejects the authority of the World Health Organization (WHO), United Nations (UN), and World Economic Forum (WEF) within the state of Tennessee. The legislation prohibits state and local government entities from enforcing or collaborating with any requirements or mandates issued by these international organizations. Specifically, the bill states that such international mandates cannot be used as a basis for implementing any state-level actions, particularly those related to public health measures like mask requirements, vaccine mandates, medical testing, or information gathering about Tennessee citizens. The bill defines ""political subdivisions"" broadly to include municipalities, counties, government agencies, districts, and other local government entities. The provisions would take effect on July 1, 2025, and aim to assert state sovereignty by preventing the implementation of international organizational directives that could potentially conflict with state laws or constitution. This legislation appears to be part of a broader movement to limit the perceived influence of international organizations on state-level governance and individual rights.","Bill","Government Affairs, Labor and Employment","World Economic Forum, World Health Organization, Public Welfare Requiring, Gather Public, Public Corporation, Body Politic, Medical Testing, Metropolitan Government, Private Information, United Nations","Sponsor(s) Added.","04/17/2025","14","Tim Rudd (R)*, Justin Lafferty (R), Bud Hulsey (R), Michele Reneau (R), Jay Reedy (R), Jake McCalmon (R), Elaine Davis (R), Ed Butler (R), Debra Moody (R), Dan Howell (R), David Hawk (R), Rusty Grills (R), Dennis Powers (R), Kip Capley (R)","In Committee","38","2","27","01/22/2025","01/23/2025","",""
